timestamp_ms,cycleCount,tempC,currentA,accX_g,accY_g,accZ_g,alertMsg
11949000,2390,32.11,0.27,-0.29,-0.18,9.99,Alerta: Temperatura alta!
11950000,2391,32.44,0.49,0.23,0.11,9.58,Alerta: Temperatura alta!
11951000,2391,32.7,0.57,-0.05,0.27,9.61,Alerta: Temperatura alta!
11952000,2391,32.88,0.72,0.23,0.02,9.85,Alerta: Temperatura alta!
11953000,2391,32.98,0.4,-0.06,0.06,9.76,Alerta: Temperatura alta!
11954000,2391,33.0,0.4,-0.19,-0.15,9.6,Alerta: Temperatura alta!
11955000,2392,32.94,0.4,-0.28,0.21,9.95,Alerta: Temperatura alta!
11956000,2392,32.8,0.57,0.12,0.16,9.95,Alerta: Temperatura alta!
11957000,2392,32.58,0.29,0.27,-0.07,9.8,Alerta: Temperatura alta!
11958000,2392,32.29,0.31,-0.12,-0.03,9.66,Alerta: Temperatura alta!
11959000,2392,31.93,0.52,0.04,-0.03,9.9,Alerta: Temperatura alta!
11960000,2393,31.49,0.53,0.29,-0.08,9.85,Alerta: Temperatura alta!
11961000,2393,30.99,0.55,-0.23,0.22,9.7,Alerta: Temperatura alta!
11962000,2393,30.43,0.6,-0.29,-0.03,9.57,Alerta: Temperatura alta!
11963000,2393,29.82,0.68,-0.08,0.05,9.82,
11964000,2393,29.16,0.29,-0.26,0.15,10.06,
11965000,2394,28.46,0.65,0.25,-0.0,9.55,
11966000,2394,27.72,0.58,-0.29,0.06,9.56,
11967000,2394,26.95,0.38,-0.06,0.3,9.57,
11968000,2394,26.17,0.57,0.0,0.18,9.71,
11969000,2394,25.37,0.5,0.07,-0.07,9.64,
11970000,2395,24.57,0.26,-0.02,0.0,9.97,
11971000,2395,23.78,0.39,-0.05,-0.2,9.91,
11972000,2395,23.0,0.42,0.03,0.08,9.73,
11973000,2395,22.23,0.33,-0.26,0.03,9.91,
11974000,2395,21.5,0.51,0.01,-0.23,9.9,
11975000,2396,20.8,0.7,-0.01,0.2,10.0,
11976000,2396,20.14,0.4,-0.06,0.08,9.69,
11977000,2396,19.53,0.57,-0.25,-0.08,9.64,
11978000,2396,18.97,0.29,0.3,0.3,9.68,
11979000,2396,18.48,0.37,0.19,0.12,9.73,
11980000,2397,18.05,0.39,-0.19,0.24,9.99,
11981000,2397,17.69,0.6,-0.13,0.23,9.7,
11982000,2397,17.4,0.54,-0.02,-0.14,9.94,
11983000,2397,17.19,0.63,-0.12,0.05,9.56,
11984000,2397,17.06,0.61,0.18,-0.01,10.03,
11985000,2398,17.0,0.68,0.3,0.11,9.93,
11986000,2398,17.03,0.42,-0.02,0.0,9.64,
11987000,2398,17.13,0.71,-0.06,0.21,9.53,
11988000,2398,17.32,0.35,-0.19,0.15,9.63,
11989000,2398,17.58,0.61,0.25,-0.3,9.84,
11990000,2399,17.91,0.52,-0.07,-0.26,9.7,
11991000,2399,18.32,0.72,0.17,0.18,10.11,
11992000,2399,18.79,0.65,-0.12,-0.01,9.77,
11993000,2399,19.33,0.47,-0.06,0.14,9.84,
11994000,2399,19.92,0.53,0.13,0.19,10.02,
11995000,2400,20.56,0.69,-0.13,-0.08,9.83,
11996000,2400,21.25,0.51,0.19,-0.12,10.07,
11997000,2400,21.97,0.35,-0.17,0.24,9.85,
11998000,2400,22.72,0.59,-0.17,-0.3,9.66,
11999000,2400,23.5,0.32,-0.21,0.24,9.87,
12000000,2401,24.29,0.46,-0.27,0.0,9.71,
12001000,2401,25.09,0.5,-0.05,0.18,9.75,
12002000,2401,25.89,0.66,0.02,0.3,9.83,
12003000,2401,26.68,0.34,0.17,-0.07,9.87,
12004000,2401,27.45,0.49,-0.23,0.11,9.72,
12005000,2402,28.2,0.3,0.18,-0.01,9.88,
12006000,2402,28.92,0.58,-0.3,-0.03,9.66,
12007000,2402,29.59,0.64,-0.08,0.06,9.67,
12008000,2402,30.22,0.59,-0.12,0.25,9.63,Alerta: Temperatura alta!
12009000,2402,30.8,0.66,0.25,-0.04,9.86,Alerta: Temperatura alta!
12010000,2403,31.32,0.51,0.21,-0.19,9.97,Alerta: Temperatura alta!
12011000,2403,31.78,0.46,0.25,-0.18,9.7,Alerta: Temperatura alta!
12012000,2403,32.17,0.58,-0.09,0.19,9.63,Alerta: Temperatura alta!
12013000,2403,32.49,0.47,-0.01,-0.04,9.67,Alerta: Temperatura alta!
12014000,2403,32.73,0.44,-0.09,-0.17,10.07,Alerta: Temperatura alta!
12015000,2404,32.9,0.74,0.14,-0.09,9.83,Alerta: Temperatura alta!
12016000,2404,32.99,0.73,0.09,0.11,9.62,Alerta: Temperatura alta!
12017000,2404,32.99,0.62,-0.24,0.24,9.85,Alerta: Temperatura alta!
12018000,2404,32.92,0.35,-0.11,0.11,9.52,Alerta: Temperatura alta!
12019000,2404,32.77,0.67,-0.09,-0.09,9.69,Alerta: Temperatura alta!
12020000,2405,32.54,0.49,0.2,0.13,9.75,Alerta: Temperatura alta!
12021000,2405,32.24,0.48,-0.13,0.04,9.55,Alerta: Temperatura alta!
12022000,2405,31.86,0.6,0.12,0.24,9.64,Alerta: Temperatura alta!
12023000,2405,31.41,0.34,-0.22,0.1,9.57,Alerta: Temperatura alta!
12024000,2405,30.9,0.34,0.01,0.15,9.83,Alerta: Temperatura alta!
12025000,2406,30.33,0.49,-0.16,-0.06,9.73,Alerta: Temperatura alta!
12026000,2406,29.71,0.49,0.07,0.1,9.9,
12027000,2406,29.04,0.32,-0.29,-0.23,9.75,
12028000,2406,28.33,0.62,0.25,-0.15,9.66,
12029000,2406,27.59,0.58,0.19,-0.29,9.65,
12030000,2407,26.82,0.27,-0.06,-0.05,10.09,
12031000,2407,26.04,0.68,-0.23,-0.23,9.68,
12032000,2407,25.24,0.67,-0.16,-0.11,9.62,
12033000,2407,24.44,0.58,-0.16,-0.04,9.88,
12034000,2407,23.65,0.56,-0.24,0.1,9.88,
12035000,2408,22.87,0.7,0.18,-0.11,10.08,
12036000,2408,22.11,0.34,-0.0,-0.01,9.71,
12037000,2408,21.38,0.29,0.1,-0.18,9.71,
12038000,2408,20.68,0.72,-0.12,0.09,9.62,
12039000,2408,20.03,0.37,-0.06,0.1,9.64,
12040000,2409,19.43,0.69,-0.14,-0.22,9.91,
12041000,2409,18.89,0.56,0.24,0.05,9.57,
12042000,2409,18.4,0.59,0.27,0.13,9.92,
12043000,2409,17.98,0.36,0.02,-0.18,9.89,
12044000,2409,17.63,0.66,-0.1,0.14,9.75,
12045000,2410,17.36,0.73,-0.25,-0.22,9.95,
12046000,2410,17.16,0.7,-0.07,-0.08,9.96,
12047000,2410,17.04,0.74,-0.22,-0.14,9.72,
12048000,2410,17.0,0.67,-0.27,-0.27,9.64,
12049000,2410,17.04,0.42,0.27,0.28,9.61,
12050000,2411,17.16,0.67,-0.17,0.06,9.68,
12051000,2411,17.36,0.67,-0.04,-0.26,9.78,
12052000,2411,17.63,0.63,-0.21,-0.01,10.1,
12053000,2411,17.98,0.32,-0.05,-0.22,10.0,
12054000,2411,18.39,0.63,-0.05,-0.11,10.01,
12055000,2412,18.88,0.46,0.06,-0.11,9.99,
12056000,2412,19.42,0.43,-0.16,-0.02,9.57,
12057000,2412,20.02,0.69,-0.21,0.19,9.89,
12058000,2412,20.67,0.55,-0.22,0.11,9.7,
12059000,2412,21.37,0.32,0.08,-0.2,9.53,
12060000,2413,22.1,0.56,0.02,-0.02,9.67,
12061000,2413,22.85,0.38,0.17,0.15,9.84,
12062000,2413,23.63,0.38,-0.11,0.13,9.87,
12063000,2413,24.43,0.59,0.12,0.16,10.08,
12064000,2413,25.23,0.55,0.18,-0.16,9.51,
12065000,2414,26.02,0.54,0.25,-0.14,9.59,
12066000,2414,26.81,0.63,-0.15,0.02,9.68,
12067000,2414,27.58,0.47,0.26,0.18,9.96,
12068000,2414,28.32,0.52,0.1,-0.01,9.58,
12069000,2414,29.03,0.5,-0.03,0.28,10.1,
12070000,2415,29.7,0.64,-0.03,-0.13,9.64,
12071000,2415,30.33,0.73,0.12,-0.13,9.86,Alerta: Temperatura alta!
12072000,2415,30.89,0.51,-0.2,0.27,9.66,Alerta: Temperatura alta!
12073000,2415,31.41,0.55,-0.06,-0.04,9.52,Alerta: Temperatura alta!
12074000,2415,31.85,0.72,-0.04,-0.06,9.88,Alerta: Temperatura alta!
12075000,2416,32.23,0.53,-0.21,-0.27,9.92,Alerta: Temperatura alta!
12076000,2416,32.54,0.47,-0.22,0.17,10.06,Alerta: Temperatura alta!
12077000,2416,32.77,0.67,-0.07,-0.15,9.71,Alerta: Temperatura alta!
12078000,2416,32.92,0.31,0.11,-0.25,9.52,Alerta: Temperatura alta!
12079000,2416,32.99,0.43,0.1,0.11,10.0,Alerta: Temperatura alta!
12080000,2417,32.99,0.68,-0.18,-0.19,9.92,Alerta: Temperatura alta!
12081000,2417,32.9,0.42,0.1,-0.24,9.77,Alerta: Temperatura alta!
12082000,2417,32.74,0.45,-0.23,0.15,9.99,Alerta: Temperatura alta!
12083000,2417,32.49,0.32,0.06,0.15,9.61,Alerta: Temperatura alta!
12084000,2417,32.18,0.6,-0.26,0.28,9.71,Alerta: Temperatura alta!
12085000,2418,31.79,0.48,0.04,-0.17,9.54,Alerta: Temperatura alta!
12086000,2418,31.33,0.37,0.09,0.12,9.67,Alerta: Temperatura alta!
12087000,2418,30.81,0.4,-0.28,0.11,9.93,Alerta: Temperatura alta!
12088000,2418,30.23,0.66,-0.06,0.28,10.09,Alerta: Temperatura alta!
12089000,2418,29.6,0.71,-0.14,0.1,10.0,
12090000,2419,28.93,0.48,0.25,-0.09,9.57,
12091000,2419,28.21,0.33,0.1,-0.3,9.59,
12092000,2419,27.46,0.44,0.18,-0.29,9.82,
12093000,2419,26.69,0.52,-0.28,0.01,9.99,
12094000,2419,25.9,0.49,-0.3,-0.01,9.57,
12095000,2420,25.11,0.41,-0.1,0.18,10.06,
12096000,2420,24.31,0.26,0.28,-0.0,9.75,
12097000,2420,23.51,0.46,0.06,0.02,9.93,
12098000,2420,22.74,0.62,-0.29,0.13,10.03,
12099000,2420,21.98,0.39,0.0,-0.14,9.93,
12100000,2421,21.26,0.52,-0.3,-0.22,9.65,
12101000,2421,20.57,0.67,0.21,-0.19,9.77,
12102000,2421,19.93,0.42,-0.26,-0.17,10.01,
12103000,2421,19.34,0.63,0.26,-0.01,9.76,
12104000,2421,18.8,0.65,0.19,-0.22,9.54,
12105000,2422,18.33,0.7,0.03,-0.18,9.65,
12106000,2422,17.92,0.59,0.21,-0.14,9.86,
12107000,2422,17.58,0.34,0.04,-0.28,9.91,
12108000,2422,17.32,0.66,-0.09,0.28,10.03,
12109000,2422,17.13,0.41,0.24,0.26,9.73,
12110000,2423,17.03,0.48,-0.2,-0.01,9.63,
12111000,2423,17.0,0.45,0.07,0.11,9.9,
12112000,2423,17.05,0.38,0.21,-0.1,9.54,
12113000,2423,17.19,0.39,-0.08,0.11,9.94,
12114000,2423,17.4,0.65,0.05,-0.2,9.89,
12115000,2424,17.68,0.57,0.17,-0.2,9.54,
12116000,2424,18.04,0.41,-0.28,0.11,9.85,
12117000,2424,18.47,0.7,-0.13,0.08,9.64,
12118000,2424,18.96,0.73,-0.28,0.13,9.58,
12119000,2424,19.52,0.31,-0.01,-0.01,9.87,
12120000,2425,20.13,0.28,0.01,-0.12,9.94,
12121000,2425,20.79,0.45,-0.06,0.15,9.59,
12122000,2425,21.49,0.63,-0.03,-0.07,9.63,
12123000,2425,22.22,0.67,-0.22,0.05,9.87,
12124000,2425,22.98,0.61,-0.09,-0.26,9.88,
12125000,2426,23.77,0.27,0.19,0.18,9.99,
12126000,2426,24.56,0.35,0.05,-0.1,10.11,
12127000,2426,25.36,0.48,0.28,-0.26,9.98,
12128000,2426,26.16,0.69,0.07,-0.25,9.9,
12129000,2426,26.94,0.26,0.12,-0.06,9.98,
12130000,2427,27.71,0.41,-0.08,-0.0,9.81,
12131000,2427,28.45,0.35,-0.03,0.18,9.72,
12132000,2427,29.15,0.67,-0.27,0.19,9.87,
12133000,2427,29.81,0.54,0.22,-0.03,9.7,
12134000,2427,30.43,0.4,-0.14,0.02,9.69,Alerta: Temperatura alta!
12135000,2428,30.99,0.72,-0.16,0.2,10.1,Alerta: Temperatura alta!
12136000,2428,31.49,0.37,0.21,0.19,9.55,Alerta: Temperatura alta!
12137000,2428,31.92,0.32,0.17,0.05,9.88,Alerta: Temperatura alta!
12138000,2428,32.29,0.46,-0.07,-0.3,9.83,Alerta: Temperatura alta!
12139000,2428,32.58,0.72,0.16,-0.07,9.8,Alerta: Temperatura alta!
12140000,2429,32.8,0.5,-0.26,0.14,9.7,Alerta: Temperatura alta!
12141000,2429,32.94,0.35,-0.08,0.09,9.81,Alerta: Temperatura alta!
12142000,2429,33.0,0.36,0.17,-0.27,9.83,Alerta: Temperatura alta!
12143000,2429,32.98,0.75,-0.2,-0.22,9.89,Alerta: Temperatura alta!
12144000,2429,32.88,0.73,-0.07,0.02,9.87,Alerta: Temperatura alta!
12145000,2430,32.7,0.32,0.3,0.29,9.69,Alerta: Temperatura alta!
12146000,2430,32.45,0.48,-0.16,0.02,9.57,Alerta: Temperatura alta!
12147000,2430,32.12,0.61,-0.03,-0.29,9.78,Alerta: Temperatura alta!
12148000,2430,31.72,0.28,-0.22,-0.18,9.51,Alerta: Temperatura alta!
12149000,2430,31.25,0.26,0.23,0.16,9.53,Alerta: Temperatura alta!
12150000,2431,30.72,0.62,0.08,-0.29,9.7,Alerta: Temperatura alta!
12151000,2431,30.13,0.47,-0.14,0.02,9.69,Alerta: Temperatura alta!
12152000,2431,29.49,0.35,-0.16,-0.02,9.98,
12153000,2431,28.81,0.55,-0.06,0.06,9.74,
12154000,2431,28.09,0.58,-0.25,-0.28,9.59,
12155000,2432,27.34,0.53,-0.21,-0.19,9.82,
12156000,2432,26.56,0.57,-0.29,0.14,9.82,
12157000,2432,25.77,0.31,0.09,0.16,9.88,
12158000,2432,24.97,0.67,0.0,-0.12,9.65,
12159000,2432,24.17,0.34,-0.29,0.1,9.93,
12160000,2433,23.38,0.53,-0.19,-0.19,10.02,
12161000,2433,22.61,0.64,0.28,0.07,10.07,
12162000,2433,21.86,0.6,0.28,0.09,9.68,
12163000,2433,21.14,0.66,-0.27,0.01,9.76,
12164000,2433,20.46,0.73,0.09,0.23,9.77,
12165000,2434,19.82,0.58,-0.28,0.18,9.62,
12166000,2434,19.24,0.41,-0.09,0.15,9.97,
12167000,2434,18.72,0.61,-0.17,0.14,10.03,
12168000,2434,18.25,0.65,-0.29,0.22,9.95,
12169000,2434,17.86,0.51,0.06,0.29,9.71,
12170000,2435,17.53,0.45,-0.06,0.3,9.89,
12171000,2435,17.28,0.36,-0.27,0.22,9.58,
12172000,2435,17.11,0.48,0.07,-0.19,10.04,
12173000,2435,17.02,0.31,0.17,0.1,9.54,
12174000,2435,17.0,0.3,-0.19,0.07,9.6,
12175000,2436,17.07,0.47,-0.11,-0.21,10.08,
12176000,2436,17.22,0.63,0.05,-0.1,9.67,
12177000,2436,17.44,0.39,0.0,0.0,9.72,
12178000,2436,17.74,0.32,0.25,0.22,9.74,
12179000,2436,18.11,0.37,-0.29,0.01,10.01,
12180000,2437,18.55,0.43,0.07,-0.13,9.59,
12181000,2437,19.05,0.55,0.17,-0.13,9.85,
12182000,2437,19.62,0.47,-0.27,0.28,9.58,
12183000,2437,20.24,0.71,0.06,0.25,9.77,
12184000,2437,20.9,0.55,0.14,0.26,9.86,
12185000,2438,21.61,0.28,0.17,0.19,9.67,
12186000,2438,22.35,0.53,0.08,-0.23,9.85,
12187000,2438,23.11,0.35,0.2,-0.19,9.74,
12188000,2438,23.9,0.28,-0.14,-0.1,9.73,
12189000,2438,24.7,0.62,-0.19,0.15,9.74,
12190000,2439,25.5,0.53,-0.21,-0.09,10.05,
12191000,2439,26.29,0.27,-0.26,-0.06,9.84,
12192000,2439,27.07,0.74,0.12,0.05,9.58,
12193000,2439,27.83,0.65,-0.11,-0.13,10.09,
12194000,2439,28.57,0.4,0.15,-0.26,10.03,
12195000,2440,29.26,0.27,-0.13,-0.09,9.76,
12196000,2440,29.92,0.29,0.2,-0.22,10.08,
12197000,2440,30.52,0.41,0.22,0.0,9.86,Alerta: Temperatura alta!
12198000,2440,31.07,0.43,0.1,0.2,9.86,Alerta: Temperatura alta!
12199000,2440,31.56,0.74,-0.19,-0.28,9.68,Alerta: Temperatura alta!
12200000,2441,31.99,0.61,-0.24,0.01,9.96,Alerta: Temperatura alta!
12201000,2441,32.34,0.74,0.16,-0.04,9.81,Alerta: Temperatura alta!
12202000,2441,32.62,0.72,-0.17,0.21,9.71,Alerta: Temperatura alta!
12203000,2441,32.83,0.61,0.13,0.05,9.92,Alerta: Temperatura alta!
12204000,2441,32.95,0.74,-0.14,0.3,9.86,Alerta: Temperatura alta!
12205000,2442,33.0,0.34,-0.21,0.27,9.59,Alerta: Temperatura alta!
12206000,2442,32.97,0.49,-0.23,-0.1,9.55,Alerta: Temperatura alta!
12207000,2442,32.85,0.62,-0.18,-0.0,9.91,Alerta: Temperatura alta!
12208000,2442,32.66,0.43,-0.2,-0.01,10.01,Alerta: Temperatura alta!
12209000,2442,32.4,0.75,0.03,-0.14,9.73,Alerta: Temperatura alta!
12210000,2443,32.05,0.61,0.14,0.24,9.74,Alerta: Temperatura alta!
12211000,2443,31.64,0.42,0.12,-0.17,9.59,Alerta: Temperatura alta!
12212000,2443,31.16,0.27,0.09,-0.24,9.6,Alerta: Temperatura alta!
12213000,2443,30.62,0.27,0.01,0.02,9.95,Alerta: Temperatura alta!
12214000,2443,30.03,0.49,-0.29,0.28,9.74,Alerta: Temperatura alta!
12215000,2444,29.38,0.55,-0.22,-0.18,9.98,
12216000,2444,28.69,0.35,-0.14,0.24,10.05,
12217000,2444,27.96,0.73,0.01,0.23,9.55,
12218000,2444,27.21,0.32,-0.14,0.05,9.55,
12219000,2444,26.43,0.54,-0.21,0.1,9.97,
12220000,2445,25.64,0.3,0.05,-0.03,9.54,
12221000,2445,24.84,0.47,0.26,-0.2,10.08,
12222000,2445,24.04,0.7,-0.17,-0.08,9.82,
12223000,2445,23.25,0.43,-0.07,-0.01,9.55,
12224000,2445,22.48,0.44,-0.03,-0.21,9.64,
12225000,2446,21.73,0.69,-0.19,-0.28,9.78,
12226000,2446,21.02,0.47,0.22,-0.09,9.57,
12227000,2446,20.35,0.56,0.09,-0.07,9.89,
12228000,2446,19.72,0.4,0.18,-0.19,9.67,
12229000,2446,19.15,0.54,-0.02,-0.02,9.68,
12230000,2447,18.63,0.71,-0.22,0.13,9.93,
12231000,2447,18.18,0.64,0.1,-0.13,10.02,
12232000,2447,17.8,0.5,-0.29,-0.07,9.75,
12233000,2447,17.49,0.44,0.0,-0.16,9.73,
12234000,2447,17.25,0.32,-0.09,0.08,9.93,
12235000,2448,17.09,0.43,-0.1,0.01,9.98,
12236000,2448,17.01,0.55,-0.09,-0.19,9.64,
12237000,2448,17.01,0.3,0.06,0.18,9.63,
12238000,2448,17.09,0.5,-0.24,0.04,9.54,
12239000,2448,17.25,0.4,-0.05,0.01,9.58,
12240000,2449,17.48,0.47,0.21,-0.23,9.64,
12241000,2449,17.8,0.64,-0.16,0.08,9.82,
12242000,2449,18.18,0.4,0.28,0.0,10.01,
12243000,2449,18.63,0.72,-0.28,0.02,10.11,
12244000,2449,19.14,0.6,0.15,0.26,10.01,
12245000,2450,19.72,0.28,-0.15,0.15,10.0,
12246000,2450,20.34,0.72,-0.22,0.19,9.92,
12247000,2450,21.02,0.65,0.25,-0.21,9.76,
12248000,2450,21.73,0.58,0.16,-0.25,9.84,
12249000,2450,22.47,0.52,0.01,-0.12,9.54,
12250000,2451,23.25,0.63,-0.13,-0.07,9.59,
12251000,2451,24.03,0.39,0.29,0.14,9.65,
12252000,2451,24.83,0.73,-0.28,-0.05,10.03,
12253000,2451,25.63,0.68,-0.23,0.21,9.66,
12254000,2451,26.42,0.75,0.2,-0.2,9.87,
12255000,2452,27.2,0.59,0.19,0.2,9.99,
12256000,2452,27.96,0.29,0.14,-0.2,10.04,
12257000,2452,28.69,0.74,0.07,0.21,9.63,
12258000,2452,29.38,0.48,0.01,0.16,9.88,
12259000,2452,30.02,0.51,-0.2,0.01,9.98,Alerta: Temperatura alta!
12260000,2453,30.62,0.55,0.02,0.16,9.8,Alerta: Temperatura alta!
12261000,2453,31.16,0.52,-0.05,0.07,9.86,Alerta: Temperatura alta!
12262000,2453,31.64,0.59,-0.12,-0.18,9.99,Alerta: Temperatura alta!
12263000,2453,32.05,0.33,0.28,-0.12,9.66,Alerta: Temperatura alta!
12264000,2453,32.39,0.59,-0.25,0.07,9.85,Alerta: Temperatura alta!
12265000,2454,32.66,0.38,0.23,-0.14,9.84,Alerta: Temperatura alta!
12266000,2454,32.85,0.67,-0.02,0.05,9.61,Alerta: Temperatura alta!
12267000,2454,32.97,0.6,-0.25,0.19,10.07,Alerta: Temperatura alta!
12268000,2454,33.0,0.28,-0.2,0.13,9.83,Alerta: Temperatura alta!
12269000,2454,32.95,0.57,0.13,-0.19,9.71,Alerta: Temperatura alta!
12270000,2455,32.83,0.73,0.23,0.14,9.98,Alerta: Temperatura alta!
12271000,2455,32.62,0.32,0.13,0.08,10.09,Alerta: Temperatura alta!
12272000,2455,32.34,0.7,-0.23,0.08,9.78,Alerta: Temperatura alta!
12273000,2455,31.99,0.7,0.08,0.23,9.86,Alerta: Temperatura alta!
12274000,2455,31.57,0.6,-0.01,0.28,9.89,Alerta: Temperatura alta!
12275000,2456,31.08,0.67,-0.13,-0.04,10.01,Alerta: Temperatura alta!
12276000,2456,30.53,0.66,-0.24,0.08,10.06,Alerta: Temperatura alta!
12277000,2456,29.92,0.31,0.23,0.27,9.53,
12278000,2456,29.27,0.32,0.15,-0.14,9.88,
12279000,2456,28.57,0.58,-0.22,0.17,9.8,
12280000,2457,27.84,0.38,0.18,0.02,9.63,
12281000,2457,27.08,0.55,0.27,0.07,9.56,
12282000,2457,26.3,0.32,-0.21,0.12,9.91,
12283000,2457,25.5,0.73,0.09,-0.01,9.53,
12284000,2457,24.7,0.6,-0.26,-0.21,9.81,
12285000,2458,23.91,0.38,0.0,-0.16,10.04,
12286000,2458,23.12,0.28,0.2,-0.09,9.77,
12287000,2458,22.35,0.58,0.08,-0.19,9.98,
12288000,2458,21.61,0.66,-0.04,0.1,9.64,
12289000,2458,20.91,0.4,0.04,-0.15,9.82,
12290000,2459,20.24,0.44,-0.2,0.25,10.0,
12291000,2459,19.62,0.45,0.09,0.21,9.74,
12292000,2459,19.06,0.37,0.03,0.15,10.1,
12293000,2459,18.55,0.33,0.08,-0.16,9.6,
12294000,2459,18.11,0.7,0.23,0.02,9.57,
12295000,2460,17.74,0.62,0.25,-0.11,9.87,
12296000,2460,17.44,0.27,-0.02,0.27,10.08,
12297000,2460,17.22,0.63,0.28,0.03,10.02,
12298000,2460,17.07,0.67,-0.05,-0.26,9.59,
12299000,2460,17.0,0.33,-0.04,-0.16,9.77,
12300000,2461,17.02,0.68,0.06,0.22,10.09,
12301000,2461,17.11,0.34,-0.01,0.15,9.84,
12302000,2461,17.28,0.67,-0.02,-0.25,9.71,
12303000,2461,17.53,0.41,-0.1,0.28,9.55,
12304000,2461,17.85,0.68,-0.05,-0.26,10.02,
12305000,2462,18.25,0.35,-0.23,0.17,9.92,
12306000,2462,18.71,0.58,0.29,0.07,9.97,
12307000,2462,19.24,0.54,0.16,0.08,9.98,
12308000,2462,19.82,0.65,-0.07,0.03,9.77,
12309000,2462,20.45,0.59,0.3,0.06,9.54,
12310000,2463,21.13,0.53,-0.04,0.05,9.94,
12311000,2463,21.85,0.48,-0.1,-0.04,9.67,
12312000,2463,22.6,0.73,-0.11,-0.29,9.99,
12313000,2463,23.38,0.42,0.11,-0.11,10.09,
12314000,2463,24.17,0.4,-0.11,0.03,9.58,
12315000,2464,24.97,0.27,-0.28,0.3,9.82,
12316000,2464,25.76,0.53,-0.27,-0.0,9.6,
12317000,2464,26.56,0.64,0.08,-0.07,9.64,
12318000,2464,27.33,0.26,-0.15,0.22,9.64,
12319000,2464,28.08,0.65,0.19,-0.18,9.77,
12320000,2465,28.81,0.38,0.04,0.14,9.61,
12321000,2465,29.49,0.39,0.11,-0.27,9.85,
12322000,2465,30.13,0.33,-0.03,-0.07,9.92,Alerta: Temperatura alta!
12323000,2465,30.71,0.31,0.01,0.18,9.53,Alerta: Temperatura alta!
12324000,2465,31.25,0.67,-0.26,0.27,9.6,Alerta: Temperatura alta!
12325000,2466,31.71,0.27,0.21,-0.09,9.94,Alerta: Temperatura alta!
12326000,2466,32.11,0.37,0.28,0.25,9.75,Alerta: Temperatura alta!
12327000,2466,32.44,0.74,-0.16,0.02,9.55,Alerta: Temperatura alta!
12328000,2466,32.7,0.61,0.19,0.19,9.64,Alerta: Temperatura alta!
12329000,2466,32.88,0.72,-0.15,0.18,9.92,Alerta: Temperatura alta!
12330000,2467,32.98,0.35,-0.16,-0.29,10.01,Alerta: Temperatura alta!
12331000,2467,33.0,0.28,-0.26,0.2,9.92,Alerta: Temperatura alta!
12332000,2467,32.94,0.7,-0.23,0.19,9.8,Alerta: Temperatura alta!
12333000,2467,32.8,0.37,0.22,-0.29,9.66,Alerta: Temperatura alta!
12334000,2467,32.58,0.62,0.03,-0.29,9.7,Alerta: Temperatura alta!
12335000,2468,32.29,0.66,0.24,0.15,10.07,Alerta: Temperatura alta!
12336000,2468,31.92,0.36,0.12,-0.02,9.94,Alerta: Temperatura alta!
12337000,2468,31.49,0.58,0.09,-0.15,9.64,Alerta: Temperatura alta!
12338000,2468,30.99,0.74,0.09,0.15,9.97,Alerta: Temperatura alta!
12339000,2468,30.43,0.25,-0.04,-0.07,10.1,Alerta: Temperatura alta!
12340000,2469,29.82,0.63,-0.03,-0.24,10.09,
12341000,2469,29.15,0.44,0.13,0.01,9.74,
12342000,2469,28.45,0.64,-0.24,-0.05,9.52,
12343000,2469,27.71,0.36,-0.23,0.0,10.05,
12344000,2469,26.95,0.52,0.19,-0.28,9.62,
12345000,2470,26.16,0.74,0.08,-0.02,9.61,
12346000,2470,25.37,0.28,-0.28,0.17,10.06,
12347000,2470,24.57,0.5,0.27,0.27,9.56,
12348000,2470,23.77,0.31,-0.27,0.08,9.79,
12349000,2470,22.99,0.35,-0.02,-0.15,9.7,
12350000,2471,22.23,0.61,-0.15,0.18,9.57,
12351000,2471,21.49,0.44,-0.16,0.22,9.51,
12352000,2471,20.79,0.57,0.18,0.27,9.78,
12353000,2471,20.13,0.61,0.06,0.15,9.99,
12354000,2471,19.52,0.58,0.24,-0.0,10.0,
12355000,2472,18.97,0.26,0.26,0.16,9.61,
12356000,2472,18.47,0.39,-0.15,-0.05,9.8,
12357000,2472,18.04,0.54,-0.29,-0.24,9.64,
12358000,2472,17.68,0.75,-0.06,0.26,9.6,
12359000,2472,17.4,0.39,-0.09,0.04,9.77,
12360000,2473,17.19,0.53,0.01,0.18,9.79,
12361000,2473,17.05,0.72,0.07,0.27,9.71,
12362000,2473,17.0,0.56,-0.09,0.17,9.71,
12363000,2473,17.03,0.35,-0.03,-0.14,9.64,
12364000,2473,17.13,0.43,-0.18,-0.15,9.73,
12365000,2474,17.32,0.37,0.03,0.1,9.84,
12366000,2474,17.58,0.49,-0.08,-0.23,9.62,
12367000,2474,17.92,0.34,0.17,0.04,9.69,
12368000,2474,18.32,0.63,0.04,-0.12,10.07,
12369000,2474,18.8,0.63,-0.17,-0.04,9.58,
12370000,2475,19.33,0.7,0.16,0.13,9.78,
12371000,2475,19.92,0.51,-0.04,0.03,9.83,
12372000,2475,20.57,0.38,0.22,-0.1,9.69,
12373000,2475,21.25,0.49,-0.06,-0.22,9.82,
12374000,2475,21.98,0.74,-0.12,-0.26,10.02,
